observations,subject_ids,lh_G_and_S_frontomargin,lh_G_and_S_occipital_inf,lh_G_and_S_paracentral,lh_G_and_S_subcentral,lh_G_and_S_transv_frontopol
101,Baltimore_sub86414,-2.4971467056115166,-1.0132412949485323,-0.7579839577996573,-1.1546390683285397,-1.4441680697854262
102,Baltimore_sub90658,-0.9395446158571523,-1.5922309719325378,-0.7664497801140807,-0.8510294312804588,-0.7842640070143755
103,Baltimore_sub90893,-1.2056998842642004,-0.8610046734883012,-1.1059027458000819,-1.4444277341624951,-0.8629843268328135
104,Baltimore_sub91622,-0.9042502721693683,-0.8534407967300985,-0.9137392516057924,-1.681467571408577,-0.8612858358406317
105,Baltimore_sub94042,-0.8366105197911632,-1.1383577180574824,-0.7580722895406103,-1.0658372558347406,-0.810978583852079
106,Baltimore_sub96234,-0.8718899726111955,-0.8944578003749004,-1.3416408965843876,-0.9111117491589302,-0.770560130807388
107,Bangor_sub00031,-1.6462344441215189,-0.9564533415797188,-0.8065574787659942,-1.304784274634635,-0.7414984270606844
108,Bangor_sub01903,-0.8033649062036071,-1.6869955124877138,-1.1340697238480888,-1.2314937161411592,-0.9002539587201431
109,Bangor_sub03557,-0.8091600953524907,-0.8720914176990652,-2.5513905611720915,-0.8345425488706424,-0.8539761628309503
110,Bangor_sub04097,-0.7401770708010819,-0.85601614143748,-2.342419217976242,-0.9520090368896416,-1.5016394398293074
111,Bangor_sub14388,-1.1156708377073425,-1.4576688459584735,-0.7781532201166603,-1.5318707465384347,-1.234585208634785
112,Bangor_sub27519,-0.836812817821001,-0.9648088545985855,-0.740364959373162,-2.137472258079339,-0.8472808034446634
113,Bangor_sub36736,-0.7964939229225829,-1.0025238758202037,-1.1872255583248248,-1.0362604576503711,-0.8267720417491783
114,Bangor_sub46870,-0.9269264273520471,-1.3155706123842208,-0.9999376079452206,-1.0105105965292112,-0.8645499093940168
115,Bangor_sub48632,-1.2087599616375528,-0.9882136516867006,-0.8790033254247469,-1.164234786753853,-1.7345550155106269
116,Bangor_sub61418,-1.1491985481792937,-1.1335272151575668,-0.7266507877571797,-3.1327520670374724,-1.9309161905061591
117,Bangor_sub61908,-1.8190155824803815,-0.9486552099650714,-0.7694154273287455,-0.8292917781065877,-0.9219487847230727
118,Bangor_sub63767,-1.328770843834928,-1.9225413793244812,-0.7260979924035792,-0.9628005151429144,-1.1334552328029273
119,Bangor_sub66585,-1.0570131702789358,-1.290277810270705,-1.518528261798862,-2.0023064143440026,-0.9495147500233253
120,Bangor_sub68050,-0.8569426644840007,-0.8763638835575888,-0.8458022663578111,-1.7546073736204089,-0.8193396415576494
121,Bangor_sub73082,-1.0044543410073679,-1.8328317348916572,-0.8042057369403466,-1.121830646189542,-1.8575831012728068
122,Bangor_sub77520,-0.8174445335888342,-1.0639865088889715,-1.179232261947054,-0.8439335093674144,-0.8204322843428201
123,Bangor_sub81464,-0.7834999397182293,-0.8580571477570266,-1.300784433936608,-0.8966705264940031,-0.983064704921265
124,Bangor_sub82625,-2.235816706551789,-0.9776457615632193,-1.3389508657774682,-1.0392282975667593,-0.9466662341485196
125,Bangor_sub87568,-0.8012226470718729,-1.1863955572646772,-1.0286671763824728,-0.9081941470258347,-1.5637826249331046
126,Bangor_sub91556,-2.1558089428009284,-0.9805141743739597,-0.9939770865809087,-1.509072714428394,-1.7843884897436286
